"Professor","Class_Code","Class_Name","Dept","Dept.Type","Overall_Rating","Easiness","Clarity","Workload","Helpfulness","Average_A_Plus","Average_A","Average_A_Minus","Average_B_Plus","Average_B","Average_B_Minus","Average_C_Plus","Average_C","Average_C_Minus","Average_D_Plus","Average_D","Average_D_Minus","Average_F","Avg_GPA","Review","Review.Quarter","Reviewer.Grade"
"Luca Bertello","PHYSICS 1A","Physics for Scientists and Engineers: Mechanics","PHYSICS","stem",4.7,2.7,4.7,2.5,4.3,0.061,0.159,0.068,0.091,0.121,0.106,0.106,0.098,0.061,0.083,0.045,0,0,2.7775,"Bertello broke everything down and made it easy to learn the basic concepts of Physics.  His accent is awesome, explanations were very understandable, and has a great personality.  He was very nice, approachable, and his exams were very doable.  Learned a lot from Professor Bertello.  Highly recommended.",NA,NA
"Anton Sergeivich Bondarenko","PHYSICS 1A","Physics for Scientists and Engineers: Mechanics","PHYSICS","stem",4,3.1,4.4,3.4,4.3,0.058,0.085,0.116,0.136,0.146,0.129,0.112,0.085,0.058,0.014,0.024,0.017,0.02,2.8166,"Bondarenko is a great professor.  He is very clear and systematic with the way he teaches.   His tests are fair, but like all physics classes your grade is based on the curve.   He also posts all his lecture notes online as well as bruincasts, which is a plus.","Spring 2019","A"
"Wesley Campbell","PHYSICS 1A","Physics for Scientists and Engineers: Mechanics","PHYSICS","stem",3.8,2,3.4,3.2,3,0.0935,0.068,0.1925,0.108,0.0905,0.1215,0.173,0.0705,0.0425,0.003,0.0085,0,0.0285,2.93775,"Professor Campbell was a good physics teacher. He did his best to explain mechanics,  and I believe he did his tests in a fair way (particularly since I did well). He gave out extremely hard tests, where the average might be a 40%. If you knew the material, or had this knack for mechanics, then you could easily get an A. I consistently scored above the average, but not outstanding, and I did well.I feel like his lectures weren't particularly good, as he tried to explain all of the topics in 10 weeks, but ultimately it comes down to you either learning the material on your own as well as you can or having a knack or physics.","Winter 2016","A-"
"Brent Corbin","PHYSICS 1A","Physics for Scientists and Engineers: Mechanics","PHYSICS","stem",3.7,1.5,4.1,2.6,3.7,0.00683333333333333,0.313583333333333,0.0355,0.04425,0.253583333333333,0.0420833333333333,0.0386666666666667,0.17075,0.0401666666666667,0.00916666666666667,0.0138333333333333,0.00325,0.0283333333333333,2.96015833333333,"I wish to write this review in order to help those who will, must, or want to take Corbin's class in the future to know about the whole picture of this class, about Professor Corbin, and about his exams. Just a few words before I start: DO NOT TAKE THIS CLASS if you want an easy A ge. DO NOT TAKE THIS CLASS if you are not that good at physics (no foundation, poor at physics, etc.). DO NOT TAKE THIS CLASS if you are not good at math. Otherwise, you will SCREW you gpa. Just a kind reminder.-Grade Distribution: Five biweekly quizzes, each consists of a 30-point, 4-subpart questions. Every quiz is worth 12%, in total quizs worth 60% of your grade.  Final Exam is worth 30% of your grade, which consists of five 30-point-quiz-like questions. Homework on Pearson is worth 10% of the final grade. Professor Corbin will replace your lowest quiz by your second lowest.-About Exams: Corbin's exams are absolutely DISASTERS. Those horrible quizzes, in general, have a mean grade around 58% and median around 61% out of 100%. Corbin never give simple questions like multiple choice or short answers. The worst thing is, not a single question has a number in it, which means every question he gives you'll have to deduct expressions with unknown quantities. Do the derivation and integration based on unknown quantities, which its difficulty is normally not suitable for a class like 1A. Final exam is worse, the mean grade is around 48% out of 100% (72 out of 150), median around 50%. If you are not that good at physics, you might find you cannot solve a single subpart of  a question. Frankly speaking, Corbin's exams are so tough that your preparation through homework and lectures might be completely useless. For those who have to go with Corbin, I can only suggest you to go over his notes and lectures again and again, fully understand every single question on hws, go to office hours more often to figure out what you dont understand. Let me put in this way: Corbin's exams are designed for those top and genius science students or those with very very good physics foundation/very good at physics.  His exams remind me of the day I was practicing for Physics Bowl and International Physics Olympiad Comp, that's how it is, somehow as as difficult as those comptition-kind questions. For those who have options other than Corbin, do it anyway.-About Lectures: Professor Corbin may be one of the best lecturers I've ever met at UCLA. His class is well organized and super clear. Detailed explanations and demonstrations on the questions and contents are very straightfoward, so even if you have no physics basics, you can definitely follow his steps and learn some physics in class (Well, his exam is another story). Besides, his class is also very interesting and intriguing. You wont fell boring during his class, and I can assure you that you can absolutely learn something here. And Professor Corbin is a very nice and professional instructor.-About the Curve: As far as I know, Corbin's curve is QUITE NICE. For those who can score a couple of points higher than the median every time, you have a guaranteed A. Here's our educated guess based on our grades and information: Getting Around 70%-75% out of 100% in the final grade, you have a very high possiblity to get an A (my friend got 78/100 = A in the total final grade), Above 80% is a guaranteed A (I got 80.6/100 = A, and everyone I know above 80 is an A through out the entire academic year). Overall, around 30 to 40 percent of the entire class can get an A, so the A rate is not that low. Do not panic if your score seems to be low on an absolute scale. ALWAYS COMPARE WITH STATISTICS PROVIDED. As long as you score above the mean, you will be fine. If you score above the median, you did pretty well and dont need to worry at all. If you score one standard deviation above the mean, then you are awesome and in the A range.-In general, if you are not that confident with your physics/math, or if you want an easy A ge, or if you want to get a good grade and gpa, AVOID THIS CLASS AT ANY COST. If you are stuck with him and dont have any other options, I would say follow his lectures and notes, spend lots lots of time studying physics, get some practice on the internet, and go to his office hours to ask questions, and I hope that every of you can get the grade you want. Good Luck to the future generations!","Fall 2021","A"
"Mostafa El Alaoui","PHYSICS 1A","Physics for Scientists and Engineers: Mechanics","PHYSICS","stem",3,3.2,3.2,3.2,3.8,0.044,0.14625,0.12325,0.208,0.1275,0.16475,0.087,0.04375,0.0335,0.0055,0.005,0,0.0115,3.08745,"Can't recommend taking him. His exams may not be that hard. But the class is not curved, which makes it harder to get an A. His accent is very strong, so most time you don't understand him. Don't even mention his lecture is not engaging at all. Even take Corbin or somebody. Very bad and stupid Professor.","Spring 2017","A-"
"Walter N Gekelman","PHYSICS 1A","Physics for Scientists and Engineers: Mechanics","PHYSICS","stem",3,1.8,3,1.7,3.2,0.01,0.172,0.025,0.071,0.157,0.131,0.167,0.141,0.086,0.005,0.02,0,0.015,2.7183,"The pre-requisite for the class is Math 31A, with a corequisite of Math 31B, but he somehow thinks that everyone in the class has a very good working knowledge of 3d integration, and things like that.",NA,NA
"Graciela B Gelmini","PHYSICS 1A","Physics for Scientists and Engineers: Mechanics","PHYSICS","stem",3.1,1.9,3.2,2.2,3.5,0.0926666666666667,0.108,0.117666666666667,0.116,0.124666666666667,0.114333333333333,0.110666666666667,0.0823333333333333,0.0513333333333333,0.0263333333333333,0.0186666666666667,0.0123333333333333,0.0253333333333333,2.87153333333333,"Dr Gelmini is friendly, but her tests leave me in tears for how confusing it is, especially the finals (and I mean unbelievably confusing).  Her grading is very lenient however. Make sure you participate so she can remember you (it helps when she determines whether to give you a B or B+ for example if your  grade is in the borderline like my case)","Winter 2019","B+"
"Paul Hamilton","PHYSICS 1A","Physics for Scientists and Engineers: Mechanics","PHYSICS","stem",2.8,2.2,2.8,3,2.2,0.035,0.111,0.076,0.177,0.101,0.116,0.066,0.066,0.056,0.025,0.03,0.056,0.086,2.5462,"Hamilton basically went over derivations the entire time which was super unuseful. Since this was 1A, most people knew the equations already and having examples of hard problems would be way more helpful but he mostly just does derivations which can go a page or two long and it becomes really hard to follow. Unless you took Physics C (in which case you can skip this class), you'll have to do a ton of self-study as most of what he teaches in class is different from his exams. That said, his exams are hard but aren't the hardest things in the world.","Fall 2018",NA
"Michael Jura","PHYSICS 1A","Physics for Scientists and Engineers: Mechanics","PHYSICS","stem",3,2,3,1.5,3.3,0.007,0.2155,0.056,0.034,0.2335,0.021,0.03,0.2425,0.004,0.003,0.0765,0.004,0.0715,2.6106,"I had a good experience with professor Jura. His homework was definitely a bit challenging but I went to his office hours most of the time and got a lot of help from there. He wouldn't give students the answers but he does do a good job leading the discussion and let us figure out problem independently. His tests and grading scheme are very fair.","Winter 2013","A"
"Carina Kamaga","PHYSICS 1A","Physics for Scientists and Engineers: Mechanics","PHYSICS","stem",2.3,1.2,2.5,1.7,2.5,0.085,0.123,0.1315,0.1835,0.206,0.137,0.074,0.0185,0.003,0,0,0.013,0.0255,3.1334,"Kamaga is a fantastic professor. While some may consider what she lectures to be on the easier side, I still learnt a lot from her class, even though I took IB physics beforehand. If you get the chance, you should definitely take her class!",NA,NA
"Alvine Kamaha","PHYSICS 1A","Physics for Scientists and Engineers: Mechanics","PHYSICS","stem",3.6,3.1,3.1,4.5,4.8,0.104,0.081,0.1545,0.118,0.081,0.1835,0.065,0.006,0.076,0.031,0.036,0.0285,0.0365,2.82645,"I did well in this class because I had previously taken calculus based physics in high school. It was more of a review class for me. However, if it was my first time learning mechanics, I would have no clue what would be going on, as it was hard to understand her lectures and I feel like she struggled to get her points across clearly. The first few weeks leading up to the midterm we went at a ridiculously slow pace on the easiest topics, then it felt like Prof. kamaha was rushing to get through the topics at the end of the class. It is VERY IMPORTANT to take the optional practice midterms/final. Some of the questions are repeated on the actual test.","Fall 2023","A-"
